aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,country_of_origin,variety,processing_method
6.924911154710631,7.1737205717504775,7.67,7.491339405830172,7.908809417039847,8.663749439459197,10.0,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
7.5,8.099045574158817,7.4844564066971735,7.67,7.9445891674616425,7.5155435933028265,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.7528764187364905,8.668044035259186,8.985282673272156,8.17,8.506088070518372,7.831955964740814,10.0,10.0,10.0,United States,Other,Washed / Wet
7.17,7.33,6.930903326874757,7.42,7.1374839185292975,6.967483918529298,10.0,10.0,10.0,Asia Pacific,Other,Other
7.767354017297705,7.635291965404591,7.597354017297705,7.58,7.385291965404591,7.67,9.33,10.0,10.0,Mexico,Caturra,Washed / Wet
7.9084872743828365,8.078487274382837,8.245272732446365,7.75,7.8415127256171635,8.336785458063527,10.0,10.0,10.0,Central America,Other,Other
7.624549894569438,7.493637962044998,7.3154559662622205,7.710911932524441,6.649994139168341,7.243637962044998,10.0,10.0,10.0,Taiwan,Other,Washed / Wet
7.479615728710727,7.367008241146021,7.25,7.782607487564706,7.217392512435294,7.302991758853979,10.0,10.0,10.0,Mexico,Other,Natural / Dry
6.178383611216299,6.259927373263866,6.083714151646652,6.929411545875427,6.764669459569646,6.4634199245843655,9.33,8.913714151646653,6.67,Other,Other,Natural / Dry
7.489619290659758,7.25,7.409619290659758,7.727940992651985,8.202439716688257,7.510380709340242,10.0,10.0,10.0,Haiti,Peaberry,Natural / Dry
7.392258066519702,7.08,6.947701608645634,7.0099596751653355,7.4900403248346645,7.454516133039403,10.0,10.0,10.0,Asia Pacific,Typica,Natural / Dry
6.673936193105472,6.114430594731167,6.197052610145917,6.690494401625695,6.364430594731167,6.843936193105472,8.714924996356862,10.0,9.33,Taiwan,Java,Washed / Wet
7.708922129290138,7.845901891660909,7.1055389353549305,7.17,7.0,7.0,10.0,10.0,10.0,Taiwan,Peaberry,Semi-washed / Semi-pulped
6.915155699906048,6.8148615622064,6.915155699906048,6.9048615622064,6.915155699906048,6.819705862300353,10.0,10.0,10.0,Taiwan,Java,Other
7.42,7.115312656142308,7.384687343857692,7.536210605697595,7.25,7.384687343857692,10.0,10.0,10.0,Taiwan,Blue Mountain,Washed / Wet
7.67,7.372249568395322,7.372249568395322,7.5,7.372249568395322,7.372249568395322,10.0,10.0,10.0,Brazil,Typica,Washed / Wet
7.5,7.5,7.519325146833744,7.519325146833744,7.5,7.519325146833744,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.837802879866583,8.362186879449656,7.837802879866583,8.290965119299562,7.587802879866583,7.92,10.0,10.0,10.0,Mexico,Bourbon,Semi-washed / Semi-pulped
7.3867973048032445,7.196728143436821,7.586474551759935,7.8632026951967555,8.229930838633576,7.553271856563179,10.0,10.0,10.0,Asia Pacific,Peaberry,Natural / Dry
7.557724395638118,7.42,7.307724395638118,7.192275604361882,7.265060054907117,7.265060054907117,10.0,10.0,10.0,Peru,Typica,Washed / Wet
7.62933838691352,7.58,7.42,7.911323226172961,7.28425568527771,7.41359407219123,10.0,10.0,10.0,United States,Other,Natural / Dry
8.210842253181415,8.491525705626662,8.253210211989494,8.253210211989494,7.869157746818585,8.253210211989494,10.0,10.0,10.0,Brazil,Ethiopian Yirgacheffe,Natural / Dry
7.67,7.75,7.542349424868315,7.83,7.816445792952593,8.037650575131684,10.0,10.0,7.907951815957861,Other,Other,Other
6.83,6.357194791737649,6.357194791737649,6.993566319407877,6.6764336805921225,7.0346194444272365,9.33,10.0,9.040062152921893,Asia Pacific,Other,Washed / Wet
7.136730782010347,7.136730782010347,6.896033693782334,7.0,7.25,6.886730782010347,10.0,10.0,10.0,Taiwan,Peaberry,Other
7.877949105147207,7.553028628354697,7.42,7.303028628354697,7.42,7.5,10.0,10.0,10.0,Asia Pacific,Arusha,Washed / Wet
7.948142624382223,7.499663015420089,7.83,7.514051735815466,7.8443887203953775,8.155948264184534,9.33,10.0,9.33,United States,Hawaiian Kona,Natural / Dry
7.58,7.5,7.181913499560007,7.033826999120014,7.67,6.894451469294138,9.33,9.33,9.33,Brazil,Other,Natural / Dry
8.004582126956485,7.495417873043515,7.869803353861876,7.869803353861876,7.745417873043515,7.869803353861876,10.0,10.0,10.0,Taiwan,Mandheling,Pulped natural / honey
7.75,8.024837943550278,7.961727745164468,8.145572170972734,7.742051858063911,8.024837943550278,9.33,9.33,9.33,Brazil,Other,Other
7.75,7.83652230916805,7.7638599069821055,8.0,7.8430446183361,7.677337597814056,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
7.444119939441729,7.444119939441729,7.58,7.3641199394417285,8.094625189244598,7.7328650681280555,10.0,10.0,10.0,Brazil,Typica,Natural / Dry
7.575811891226396,7.575811891226396,7.25,7.882458377086533,6.773353514139862,7.325811891226396,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.75,7.6506279836494855,7.480627983649486,7.75,7.75,7.67,10.0,10.0,10.0,East Africa,Catimor,Natural / Dry
7.404670045371271,7.639494414518807,7.58,7.889494414518807,7.545681216333658,7.704318783666342,10.0,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
7.363263508249859,7.542578553218909,7.58,7.92,7.603472983500282,7.58,10.0,10.0,10.0,United States,Moka Peaberry,Semi-washed / Semi-pulped
6.679186056120546,6.836246518161971,7.333753481838029,7.0,7.583753481838029,7.077060462041425,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.549305923298787,7.071388153402426,6.667307143093716,7.450694076701213,7.046613066392503,6.741143902681368,8.67,10.0,10.0,Brazil,Catimor,Semi-washed / Semi-pulped
6.67518526857253,6.8145342943731295,7.110650974199402,7.0,7.546116679826272,7.0,10.0,10.0,10.0,Taiwan,Peaberry,Washed / Wet
7.576777620885302,7.33,7.47755540789205,7.884333028777352,8.041110649662654,7.807332945716629,8.67,10.0,10.0,United States,Typica,Other
7.83,7.916953356924812,7.083046643075188,7.666953356924812,7.42,7.163046643075188,10.0,10.0,10.0,Brazil,Typica,Semi-washed / Semi-pulped
8.249424537858918,8.332373781331967,8.171222857049802,8.171222857049802,7.830575462141083,8.171222857049802,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.5,7.5315374902465235,7.42,7.5315374902465235,7.623077786447535,7.5,10.0,10.0,10.0,Taiwan,Catimor,Other
7.5,7.5,7.389947036776981,7.389947036776981,7.5,7.389947036776981,10.0,10.0,10.0,Asia Pacific,Bourbon,Washed / Wet
7.802813621420175,6.851751900008601,6.781089692858986,7.08304834286042,7.407613864289196,7.08304834286042,9.33,10.0,10.0,Peru,Other,Washed / Wet
7.709591063130047,7.709591063130047,7.425216880754356,7.2200248246387595,7.540408936869953,7.425216880754356,10.0,10.0,7.384807943884403,Other,Other,Natural / Dry
7.758542704189515,7.758542704189515,7.332752669864249,7.0840480439180125,7.491457295810485,7.332752669864249,10.0,10.0,7.341295374053764,Other,Other,Natural / Dry
7.25,7.25,7.025449773283126,7.25,7.25,7.25,10.0,10.0,10.0,Other,Typica,Pulped natural / honey
7.603355259468811,7.976923938700495,8.432583443367326,8.489507382067822,8.141784339615842,8.108215660384158,8.160279198169306,8.160279198169306,8.812556155717326,Asia Pacific,Other,Other
7.872849970974171,7.918378065134228,7.33,7.1485750145129145,7.795528094160057,7.6485750145129145,10.0,10.0,10.0,East Africa,Arusha,Washed / Wet
7.495055586882423,7.08,7.245055586882423,7.245055586882423,7.713432154457642,7.183283922771179,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.75,7.782104938945027,7.612104938945027,7.75,7.75,7.67,10.0,10.0,10.0,Asia Pacific,Mandheling,Natural / Dry
7.519044348836585,7.67,7.269044348836585,7.5541828010341465,7.5541828010341465,7.365817198965853,10.0,10.0,10.0,Brazil,Catuai,Pulped natural / honey
7.458592494673089,7.83,7.711149598295388,7.788850401704612,7.138334587641566,7.9174428963777,9.33,9.33,10.0,United States,Other,Washed / Wet
7.16995786216538,7.344686052783708,7.5,7.83004213783462,7.5,7.344686052783708,10.0,10.0,10.0,Asia Pacific,Hawaiian Kona,Semi-washed / Semi-pulped
8.32037153132356,8.07037153132356,7.83,7.826918890023539,7.429628468676439,7.176175827376418,9.33,10.0,9.33,United States,Other,Washed / Wet
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.543880818948055,7.810878080619559,7.846997261671504,7.956119181051945,7.793880818948055,8.206119181051946,10.0,10.0,10.0,Peru,Bourbon,Semi-washed / Semi-pulped
7.9793141386124775,8.235933614256485,8.072553089900492,8.514066385743515,8.264066385743515,7.985933614256485,10.0,10.0,10.0,Taiwan,Other,Pulped natural / honey
7.5,7.423165262483657,7.416726182777772,7.343165262483657,8.083273817222228,7.67,10.0,10.0,10.0,Brazil,Catimor,Other
7.5,7.4994306962665025,7.42,7.419430696266502,7.5005693037334975,7.42,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.17,7.466981041508827,7.0,7.663521851571248,7.413521851571248,7.0,10.0,10.0,10.0,Asia Pacific,Other,Other
7.514743500695593,7.33,7.33,7.594743500695593,7.67,7.157853120652543,8.0,7.876523181674408,7.754889300935766,United States,Hawaiian Kona,Natural / Dry
7.59748320419423,8.154098191087261,7.75,7.675901808912738,7.67748320419423,7.498418604718509,10.0,10.0,10.0,Asia Pacific,Bourbon,Semi-washed / Semi-pulped
7.75,7.67,7.439518674120564,7.511958508385635,7.511958508385635,7.58,10.0,10.0,10.0,Brazil,Other,Other
7.341010649242721,7.135591721116499,6.998796461834936,7.011183442232997,8.398816557767002,8.25,10.0,10.0,9.237785812592216,Asia Pacific,Typica,Natural / Dry
7.809138471347102,7.513469219734511,7.2043307483874095,7.7648077229596915,3.231922770403083,8.073946194306792,10.0,10.0,7.993946194306793,Other,Other,Other
7.980091878464904,7.9576952417379205,8.0,7.807603363273017,7.807603363273017,7.730091878464904,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
8.06975583162322,7.83,7.899755831623221,7.280488336753559,7.032013026177436,7.180244168376779,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
6.989168924347477,7.08,7.25,6.909168924347477,7.084511928797625,7.17,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.394546511353186,7.380906977293629,7.460449129314924,7.605453488646814,7.6849956406681095,7.553630815395775,8.67,10.0,10.0,United States,Hawaiian Kona,Semi-washed / Semi-pulped
8.27869455306129,7.893582256979613,7.957164513959226,7.686417743020387,7.542835486040774,7.444887703918323,9.33,10.0,8.797498597795743,United States,Typica,Natural / Dry
8.033034329780495,7.247191180849225,7.17,7.46722876595418,7.58,7.398614382977089,10.0,10.0,10.0,Asia Pacific,Ruiru 11,Washed / Wet
7.637074607399992,7.307610733031995,7.137074607399992,6.571223822199975,7.137074607399992,7.42,9.33,10.0,6.550151570935969,United States,Other,Other
8.573909596022665,8.415858525295413,7.83,7.584141474704588,8.909768121318077,8.907819192045329,10.0,10.0,10.0,United States,Other,Natural / Dry
7.327592800121869,7.082139733225006,7.08,7.082139733225006,7.426686666328142,7.33,10.0,10.0,10.0,Asia Pacific,Other,Natural / Dry
7.343120250197359,6.602758717738538,7.052119468330614,7.461000781866745,7.434760281472029,7.065239718527971,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
7.526412825932841,7.67,7.574733912769495,7.723587174067159,7.702366956384747,7.83,10.0,10.0,10.0,Taiwan,Typica,Other
8.110672065161433,7.860672065161433,7.83,7.7598150608516585,7.639327934838567,7.528470930528793,9.33,10.0,9.33,United States,Hawaiian Kona,Natural / Dry
6.926861246565386,7.9164654184360135,7.4216633325006995,7.9083366674993005,7.836465418436013,7.758128750936713,9.33,10.0,10.0,Mexico,Other,Washed / Wet
7.75,7.83,7.740527659151319,8.195910164309218,8.2053825051579,7.83,10.0,10.0,10.0,Central America,Bourbon,Semi-washed / Semi-pulped
7.81422526011455,7.5940219910092885,7.5940219910092885,7.58,7.7640219910092885,7.5940219910092885,10.0,10.0,10.0,Asia Pacific,Ruiru 11,Other
7.043909479664383,7.211897933014795,6.755807412679178,7.104051033492603,7.123909479664383,6.343626372007945,8.125921026313971,8.125921026313971,9.33,United States,Hawaiian Kona,Natural / Dry
8.686470942974577,8.84063571271,7.83,8.800541644726442,8.0,8.307035350875932,9.33,9.33,10.0,United States,Other,Natural / Dry
7.503960830250383,7.653224528473288,7.324631849111452,7.67,7.33,7.324631849111452,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.359186595269404,7.359460289513791,7.0,7.58,7.201353115216806,6.939460289513791,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.676066384493806,7.676066384493806,7.9071089329506625,7.823933615506194,7.5,7.58,10.0,10.0,10.0,Taiwan,Typica,Other
6.852039223178647,7.743283424503267,7.086202024061727,7.67,7.51583719911692,7.58,10.0,10.0,10.0,Asia Pacific,Catimor,Washed / Wet
7.419720228251293,7.000279771748707,7.420314743217294,7.249720228251293,7.0791257132852925,7.33,10.0,10.0,10.0,Haiti,Typica,Washed / Wet
7.702741267562835,7.5,7.5,7.515407655323687,7.67,7.83,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.412051504475357,7.42,7.164912962864229,7.752543518567886,7.2420515044753575,7.675404976956757,10.0,10.0,10.0,Brazil,Bourbon,Semi-washed / Semi-pulped
7.581124886794894,7.75,7.805761332762244,7.784215850773127,7.92,7.704215850773127,10.0,10.0,8.0,Other,Other,Washed / Wet
7.963716399959745,6.956283600040255,7.17,7.253062096014492,7.648389247987119,7.33,10.0,10.0,10.0,Brazil,Ruiru 11,Washed / Wet
7.135164900903568,7.809157475292102,7.472161188097835,7.857838811902165,7.7291574752921015,7.7013186633899355,9.33,10.0,10.0,Peru,Hawaiian Kona,Washed / Wet
7.166399631375291,7.833600368624709,7.25,7.672448250664802,7.668847882040093,7.577551749335198,10.0,10.0,10.0,Asia Pacific,Catimor,Washed / Wet
7.776367030423121,7.788775044739884,7.5,7.381224955260116,7.854816028633526,7.737591985683237,9.33,9.33,9.33,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped
7.438734745952968,7.172739627248019,6.938734745952968,5.976204237858904,6.938734745952968,7.42,9.33,10.0,5.828194475268804,United States,Other,Natural / Dry
7.811831925165364,7.5,7.188168074834636,7.108168074834636,7.504912510206572,7.683255564628064,10.0,10.0,10.0,United States,Catimor,Natural / Dry
7.123443517052067,7.123443517052067,7.17,7.373443517052067,7.076887034104135,7.296556482947933,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.462539733056099,7.33,7.3500186979087525,7.340009348954377,7.1499813020912475,7.8500186979087525,10.0,10.0,10.0,United States,Arusha,Washed / Wet
7.43869331981089,7.60869331981089,7.58,8.050276695401857,7.58,7.60869331981089,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.67,7.43990810275886,7.471721460121817,7.471721460121817,7.67,7.83,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Washed / Wet
7.785191398811253,7.87446833663541,7.714808601188747,7.83,7.909659735446662,7.789829867723331,9.33,10.0,10.0,Taiwan,Other,Natural / Dry
7.42,7.6732306701788175,7.563396855721596,8.076627525900413,7.889667628914443,7.859833814457222,8.91985819607923,8.67,9.33,United States,Other,Semi-washed / Semi-pulped
7.77296838025786,7.75,7.77296838025786,7.75,7.52296838025786,7.531192191952046,10.0,10.0,10.0,United States,Typica,Semi-washed / Semi-pulped
7.75,7.907019222154534,7.58,7.75,8.083665847078384,7.984038444309068,10.0,10.0,10.0,Peru,Other,Pulped natural / honey
7.713549330659118,8.159680879083435,7.092578967717122,6.876769790257446,7.752259846800557,6.915480306398885,10.0,10.0,10.0,Taiwan,Other,Natural / Dry
7.891932401323437,7.739673951488866,7.811932401323437,7.739673951488866,7.58,7.438067598676563,10.0,10.0,10.0,East Africa,Ruiru 11,Other
7.42,7.25,7.384855856662083,6.82857544793099,6.963431304593073,7.25,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.5,7.382069582034749,7.249397861823843,6.999397861823843,7.655860835930501,7.25,10.0,10.0,10.0,Taiwan,Typica,Other
7.882274313187315,7.882274313187315,7.38210722871036,7.867725686812685,7.462274313187315,8.000167084476955,10.0,10.0,10.0,Asia Pacific,Mandheling,Natural / Dry
7.303770177291792,7.523315397962852,7.3766307959257045,7.53045477932894,7.03045477932894,7.8766307959257045,10.0,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
8.127378065865678,7.83,7.75,7.853689032932839,7.529660805017718,7.646310967067161,10.0,10.0,10.0,Asia Pacific,Typica,Semi-washed / Semi-pulped
8.327458457447214,8.424800691488594,8.08,8.252259148935808,8.259318989360212,8.0,10.0,10.0,10.0,United States,Other,Washed / Wet
7.882398154480332,7.802398154480332,7.781346078270705,7.447601845519668,7.58,7.728947923790373,10.0,10.0,10.0,East Africa,Catimor,Semi-washed / Semi-pulped
8.279075995251889,8.388151990503776,8.231786489910261,8.17,7.739137514837851,8.111848009496224,10.0,10.0,10.0,East Africa,Bourbon,Washed / Wet
7.477442063123698,7.489384500293505,7.489384500293505,7.39876900058701,7.67,7.840615499706495,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Washed / Wet
8.053585875234752,7.696414124765248,7.92,8.0,7.980284109639096,7.92,10.0,10.0,8.113869984873848,Other,Other,Other
7.921561332628524,7.833317831835614,8.0,7.74175649920709,7.74175649920709,7.671561332628524,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
7.202916892088317,7.722968496400643,7.58,7.92,7.924166215823366,7.58,10.0,10.0,10.0,Taiwan,Moka Peaberry,Semi-washed / Semi-pulped
7.6721289003739,7.770015857021169,7.12393554981305,7.17,7.0,7.0,10.0,10.0,10.0,Asia Pacific,Peaberry,Washed / Wet
7.743395055903137,7.502825766745182,7.502825766745182,7.595843594214636,7.589430710842046,7.502825766745182,11.27982861832032,4.745445686736363,10.644725694943318,United States,Caturra,Washed / Wet
7.42,7.1558370338032224,7.211569182986191,7.207406216789413,7.558535701634062,7.694267850817031,7.533243250592635,8.67,9.33,United States,Hawaiian Kona,Natural / Dry
7.257150308103749,7.17,7.040489436628886,7.872360255267365,7.394755281685557,7.040489436628886,10.0,10.0,10.0,United States,Yellow Bourbon,Pulped natural / honey
7.230837100903291,7.058441738516202,7.25,7.1316742018065815,7.33,7.150837100903291,10.0,10.0,10.0,Taiwan,Typica,Other
7.08,7.33,6.959979304486271,7.1827933774356065,7.33,7.812814072949336,10.0,10.0,10.0,Asia Pacific,Arusha,Washed / Wet
7.5,7.5,7.42,7.096065338804717,7.5,7.572439840562486,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.462243512849084,7.25,7.312122813013359,7.192364212684809,7.0,7.0,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.893138381343068,7.813138381343068,8.027307441697086,8.027307441697086,7.42,8.403584204383224,9.33,10.0,10.0,Taiwan,Caturra,Washed / Wet
7.42,7.233634479174757,7.362731041650487,6.965223268246358,7.061588789071601,7.25,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.4259064755354744,7.67,7.496644784977409,7.8240935244645256,7.904093524464526,7.83,10.0,10.0,10.0,Taiwan,Other,Other
7.591853010742141,7.828146989257859,7.58,7.347430898150207,7.187430898150207,7.67,9.33,10.0,10.0,Taiwan,Hawaiian Kona,Other
7.25,7.25,7.104901004304083,7.243236370157907,7.315098995695917,7.243236370157907,10.0,10.0,10.0,Taiwan,Yellow Bourbon,Semi-washed / Semi-pulped
7.841903922335636,7.83,7.671903922335636,7.7361921553287285,7.744050242701138,7.408096077664364,10.0,10.0,10.0,United States,Typica,Washed / Wet
7.641932205693673,7.391932205693673,7.42,7.5280677943063266,7.391932205693673,7.42,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
8.27273559605019,8.38656529992619,8.148601791952762,8.31796350797343,8.090699104023619,8.18203649202657,10.0,10.0,10.0,United States,Other,Washed / Wet
7.480648605807744,7.221459479619885,6.708702788384513,6.821621747624284,7.33,7.019351394192256,9.33,10.0,10.0,Peru,Hawaiian Kona,Natural / Dry
7.611150470623378,6.756543425553856,7.382306103822766,7.33,7.33,7.382306103822766,10.0,10.0,10.0,Taiwan,Pache Comun,Washed / Wet
7.832853340617195,7.672366184902064,7.498816907548968,7.672366184902064,7.500556749388721,7.580556749388721,10.0,10.0,9.33,Other,Catuai,Washed / Wet
7.431034899397899,7.280933675585144,7.181034899397899,7.251136123210652,7.529797552374492,6.961968574983043,9.33,9.33,9.33,United States,Hawaiian Kona,Semi-washed / Semi-pulped
7.661191558280979,7.429909496933898,7.320090503066102,7.67,7.508808441719021,7.5,10.0,10.0,10.0,Brazil,Bourbon,Washed / Wet
7.25,7.25,7.318690599212475,6.854032476673491,7.25,7.0027230758859655,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.870056851015052,7.6397400386477665,7.08,7.549740038647767,8.019480077295533,9.019480077295533,10.0,10.0,10.0,United States,Hawaiian Kona,Semi-washed / Semi-pulped
7.67,7.433222229287897,7.5,7.433222229287897,7.67,8.038680533475322,10.0,10.0,10.0,Taiwan,Other,Natural / Dry
7.413622836113326,7.342040692443735,7.0,7.58,7.1643364714429385,6.922040692443735,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.5,7.640915921246372,7.239112253894914,7.95271958859783,7.888168157507255,7.70271958859783,10.0,10.0,10.0,Asia Pacific,Other,Other
7.25,7.473744513296723,8.036260650659301,7.569994836043975,7.8000025819780126,7.8000025819780126,9.33,8.911228375934146,10.0,United States,Hawaiian Kona,Other
7.32166522331237,7.762257024540633,7.58,7.325587471165372,7.825587471165372,7.67,10.0,10.0,10.0,United States,Hawaiian Kona,Natural / Dry
7.768846795809094,7.768846795809094,7.518846795809094,7.518846795809094,7.518846795809094,7.5,10.0,10.0,10.0,Taiwan,Yellow Bourbon,Semi-washed / Semi-pulped
7.644423874646175,7.644423874646175,7.105576125353825,7.105576125353825,6.798675391730705,6.798675391730705,10.0,10.0,10.0,Asia Pacific,Peaberry,Semi-washed / Semi-pulped
7.111155643749616,7.58,7.58,7.111155643749616,7.434661479411584,7.354661479411584,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.67,7.5002637488039445,7.5,7.5002637488039445,7.4997362511960555,7.5,10.0,10.0,10.0,Asia Pacific,Arusha,Washed / Wet
7.112091775034387,7.387908224965613,7.17,7.362091775034387,7.192091775034387,7.0148532469136855,10.0,10.0,10.0,Asia Pacific,Bourbon,Pulped natural / honey
7.5,7.5,7.622381566457962,7.5,7.622381566457962,7.622381566457962,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.687900257551544,8.131961952702971,7.75,7.69803804729703,7.5,8.051961952702971,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.647545630411026,7.804738834212404,8.070169904965544,7.53228446462343,8.0,7.897545630411026,10.0,10.0,10.0,Asia Pacific,Typica,Natural / Dry
7.964940135527763,7.375166290200659,7.369946787135789,7.619946787135789,7.165113077336448,7.464940135527763,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.663380907467256,7.572553520900664,7.5,7.58,7.677446479099336,7.58,10.0,10.0,10.0,Asia Pacific,Yellow Bourbon,Natural / Dry
7.148837201887987,7.883534893507858,7.706418607320325,7.771162798112013,7.387627904604155,7.706418607320325,8.67,9.597069787015716,10.0,United States,Hawaiian Kona,Natural / Dry
7.452551760799636,7.101724252498864,7.271724252498864,7.898275747501136,8.371655016601544,7.547448239200364,10.0,10.0,10.0,Asia Pacific,Other,Natural / Dry
7.708439105597067,7.5,7.105780447201466,7.636466549696884,7.5,7.355780447201466,10.0,10.0,10.0,Brazil,Other,Semi-washed / Semi-pulped
6.475669788350059,6.643976686702309,6.529527995822779,7.55385820747272,7.63385820747272,7.062283585054559,5.774607300766027,5.3235448131819965,9.33,United States,Other,Natural / Dry
7.699615820638352,7.58,7.606325173900757,7.5,7.473674826099243,7.367349652198486,10.0,10.0,10.0,Brazil,Typica,Natural / Dry
8.02258207143557,7.829702205580717,7.420148897209642,7.829702205580717,7.537576989548404,7.617576989548404,10.0,10.0,9.33,United States,Catuai,Semi-washed / Semi-pulped
7.87498671677018,7.62498671677018,7.58,7.62498671677018,7.75,7.62498671677018,10.0,10.0,10.0,Asia Pacific,Other,Other
7.481009336529797,7.016997453673692,6.983002546326308,7.5560022634011625,7.016997453673692,6.807995473197674,10.0,10.0,10.0,Mexico,Other,Semi-washed / Semi-pulped
7.08,7.33,7.412745202235729,7.318664378493326,7.337254797764271,7.5,10.0,10.0,10.0,United States,Other,Semi-washed / Semi-pulped
7.75,7.83,7.818188162101806,8.0,7.616911993431856,7.533623675796387,10.0,10.0,10.0,Central America,Other,Semi-washed / Semi-pulped
7.70240023458104,7.602399889608923,7.3048001241899625,7.624799779217844,4.424803228939023,7.944799434245727,10.187599075474724,10.0,7.79759976541896,Other,Other,Natural / Dry
7.7209720457516555,7.7209720457516555,7.438315597222267,7.271231734477233,7.797343551470612,7.7209720457516555,9.33,9.33,9.33,United States,Yellow Bourbon,Semi-washed / Semi-pulped
7.631037058278414,7.727416690563215,7.272583309436785,7.448962941721586,7.448962941721586,7.368962941721586,10.0,10.0,10.0,Asia Pacific,Catuai,Washed / Wet
7.357328019972173,7.196822042440869,7.33,7.437328019972173,7.803177957559131,8.008521917614784,7.475122167266953,8.67,9.847043835229568,United States,Other,Natural / Dry
7.5,7.600060308351359,7.399939691648641,7.600060308351359,7.600060308351359,7.5,10.0,10.0,10.0,Asia Pacific,Sulawesi,Other
7.863291619703293,7.58,7.222535364920414,7.084173015376293,7.435810665832172,7.2716376504558795,9.33,10.0,10.0,Taiwan,Caturra,Washed / Wet
7.5,7.037996729523495,7.284317906895036,8.029844317028987,8.382003270476504,7.355837776075976,10.0,10.0,10.0,Haiti,Hawaiian Kona,Natural / Dry
8.148115487655293,7.9029969560496935,8.002121575555906,8.155118531605599,7.747878424444095,8.075118531605598,10.0,10.0,7.6748814683944016,Other,Other,Washed / Wet
7.67,7.58,7.415585205242278,7.832207397378861,7.327516677948782,7.495309280569921,10.0,10.0,10.0,United States,Yellow Bourbon,Semi-washed / Semi-pulped
7.67,7.8874370392194,8.061026854170613,7.58,8.061026854170613,7.952308334560913,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.798385104679693,7.83,7.858102129173606,7.75,7.520282975506087,7.858102129173606,10.0,10.0,10.0,East Africa,Typica,Washed / Wet
7.594495941420715,7.25,7.514495941420715,7.950803875519019,7.874700183060266,7.405504058579285,10.0,10.0,10.0,United States,Other,Other
7.92,7.999382048610007,7.900561820986673,7.58,7.18005613040332,7.179438179013327,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Asia Pacific,Bourbon,Semi-washed / Semi-pulped
7.17,7.229168437151749,7.11740583364289,7.42,7.11740583364289,7.19740583364289,10.0,10.0,10.0,Brazil,Bourbon,Pulped natural / honey
8.33,7.831742803324326,8.247437053934815,8.0,7.75,8.168257196675674,10.0,10.0,10.0,United States,Bourbon,Other
7.25,7.25,7.281886813502412,7.044127334809787,7.138113186497588,7.044127334809787,10.0,10.0,10.0,Other,Typica,Other
7.53046322993789,7.58,7.081934631000694,7.081934631000694,6.906430545438237,7.0,10.0,10.0,10.0,Taiwan,Typica,Other
7.650104268357699,8.06217416138219,7.792278429739889,7.849895731642301,7.75,7.557617301902412,10.0,10.0,10.0,Central America,Typica,Semi-washed / Semi-pulped
